ID,farmer_id,gender,registration,age,trainer,group_name,belong_to_cooperative,county,subcounty,ward,topics,has_topic_trained_on,training_date,adopted_within_07_days,adopted_within_90_days,adopted_within_120_days
ID_3U9QHO,famer_30587,Female,Ussd,Above 35,trainer_name_3,GRP_zlsmcet,0,CNT_bwvhqet,SUB_xhlrdonu,WRD_kdjylcqzw,Why You Should Vaccinate Your Animals,1,2024-11-18,0,0,0
ID_2A4JM2,famer_32736,Female,Ussd,Above 35,trainer_name_2,GRP_ngrnatk,0,CNT_curllwc,SUB_curllwcs,WRD_wvhqetsjb,"Biodeal Dairy,Disadvantages Of Natural Mating,Herd Health,How To Succeed In Breeding,Poultry Management Practices",0,2024-04-04,0,0,0
ID_SUIAWP,famer_5951,Female,Ussd,Above 35,trainer_name_2,GRP_hmrmlye,0,CNT_curllwc,SUB_fcnzttsu,WRD_cnzttsund,"Aflatoxin In Dairy Farming,Antimicrobial Resistance,Herd Health Practices With Biodeal Products.,Herd. Health. Management,How To Rear Healthy Chicken With Biodeal.,Infertility In Dairy Cows,Poultry Health Management.,Poultry Management Practises.,The Benefits Of Ndume App",1,2024-08-13,0,0,1
ID_RCCINF,famer_28411,Male,Ussd,Below 35,trainer_name_2,GRP_oojivlv,1,CNT_curllwc,SUB_fcnzttsu,WRD_levqscitv,"Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming And Record Keeping In Animal Health,Deworming Your Dairy Animal,Infertility In Dairy Cows,Why You Should Vaccinate Your Animals",1,2024-09-27,0,1,1
ID_G470VF,famer_14136,Female,Ussd,Above 35,trainer_name_5,GRP_djdeycm,1,CNT_sfcnztt,SUB_uqkvollf,WRD_cussmsexn,Dairy Health Management,1,2024-12-17,1,1,1
ID_H5VW4J,famer_18353,Male,Ussd,Above 35,trainer_name_5,GRP_ezkjjqr,0,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,"Unga Dairy Feeds, Hygiene And Health Products",1,2024-06-13,0,0,0
ID_QH204O,famer_25280,Female,Ussd,Above 35,trainer_name_5,GRP_dflrkon,0,CNT_sfcnztt,SUB_uqkvollf,WRD_izjxmslgt,Biodeal Poultry,1,2024-04-24,0,0,0
ID_OBE98T,famer_26425,Female,Manual,Above 35,trainer_name_5,GRP_qtnuyol,1,CNT_sfcnztt,SUB_coxbwvhq,WRD_kkkvieiac,Biosecurity In Poultry Farming,1,2024-08-16,0,0,1
ID_9GRNEW,famer_5391,Female,Ussd,Above 35,trainer_name_4,GRP_qlqurqv,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Deworming Your Dairy Animal,1,2024-09-18,0,0,0
ID_P0DD6W,famer_6517,Female,Ussd,Above 35,trainer_name_10,GRP_bdonqcw,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Antimicrobial Resistance,1,2024-09-28,0,1,1
ID_36QR0N,famer_22803,Female,Ussd,Above 35,trainer_name_10,GRP_gjtwhcp,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Poultry Health Management. Practices,1,2024-12-09,1,1,1
ID_VJ6FBQ,famer_40821,Female,Ussd,Above 35,trainer_name_5,GRP_oejabil,1,CNT_sfcnztt,SUB_uqkvollf,WRD_izjxmslgt,Dairy Health Management,1,2024-12-11,0,1,1
ID_LX2NSG,famer_12394,Female,Ussd,Above 35,trainer_name_5,GRP_ihmfzem,1,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,Poultry Health Management,1,2024-12-11,0,1,1
ID_JTRPEL,famer_41678,Female,Ussd,Above 35,trainer_name_10,GRP_uyqthlz,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Reasons Why Ai Fails And Solutions,1,2024-05-22,0,0,0
ID_07Q2EH,famer_35038,Female,Ussd,Above 35,trainer_name_3,GRP_kuvypme,0,CNT_bwvhqet,SUB_xhlrdonu,WRD_kdjylcqzw,How To Succeed In Breeding,1,2024-06-10,0,0,0
ID_W2K123,famer_8082,Male,Manual,Above 35,trainer_name_5,GRP_xyyivyz,1,CNT_sfcnztt,SUB_coxbwvhq,WRD_kkkvieiac,Record Keeping In Poultry,1,2024-05-29,0,0,0
ID_IA2XK7,famer_14623,Female,Ussd,Above 35,trainer_name_5,GRP_ymbifmp,1,CNT_sfcnztt,SUB_uqkvollf,WRD_cussmsexn,Poultry Feeding With Tyari,1,2025-01-23,0,1,1
ID_CXASW8,famer_7327,Female,Ussd,Above 35,trainer_name_3,GRP_kuvypme,0,CNT_bwvhqet,SUB_xhlrdonu,WRD_kdjylcqzw,Poultry Mngt Practices,1,2024-06-10,0,0,0
ID_NJP3K7,famer_8241,Female,Ussd,Above 35,trainer_name_5,GRP_qiyhoog,0,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,How To Feed Kienyeji Chicken For Meat,1,2024-09-06,0,1,1
ID_5NVN5G,famer_36786,Female,Ussd,Above 35,trainer_name_10,GRP_eisvcbs,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Infertility In Dairy Cows,1,2024-10-03,0,1,1
ID_D9OQ1D,famer_19893,Female,Manual,Above 35,trainer_name_5,GRP_bluqxda,0,CNT_sfcnztt,SUB_uqkvollf,WRD_cussmsexn,How To Feed Kienyeji Chicken For Meat,1,2024-07-11,0,0,0
ID_RLE6LK,famer_34730,Male,Ussd,Above 35,trainer_name_2,GRP_qscitvl,0,CNT_curllwc,SUB_ndvlnjey,WRD_luvkxhgrq,Aflatoxin In Dairy Farming,0,2024-11-02,0,0,0
ID_UPWC7O,famer_17696,Female,Ussd,Above 35,trainer_name_10,GRP_srfrret,0,CNT_uemdrmi,SUB_zpljppha,WRD_faxhrxaaa,Poultry And Dairy Feeding With Tyari Feeds,1,2025-03-19,0,0,0
ID_3MDQ2W,famer_10056,Female,Ussd,Above 35,trainer_name_5,GRP_yntcfyw,0,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,Importance Of Vaccinating Against East Coast Fever (Ecf),1,2025-05-16,0,0,0
ID_0EAQK2,famer_40475,Female,Manual,Above 35,trainer_name_5,GRP_zrwdxei,1,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,Dairy Feed Management,1,2024-05-07,0,0,0
ID_JJYG4D,famer_5819,Female,Ussd,Above 35,trainer_name_2,GRP_uvkxhgr,0,CNT_curllwc,SUB_curllwcs,WRD_wvhqetsjb,"How To Succeed In Breeding,Microp+ Planting,Poultry Management Practices,Yara Maziwa Pro",0,2024-04-02,0,0,0
ID_APGFCX,famer_36551,Female,Ussd,Above 35,trainer_name_3,GRP_qrbvfxo,0,CNT_bwvhqet,SUB_xhlrdonu,WRD_kdjylcqzw,Weed Management In Maize And Beans,1,2025-05-12,0,0,0
ID_SXMIN2,famer_36759,Female,Ussd,Above 35,trainer_name_5,GRP_bwytdcf,1,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,Biosecurity In Poultry Farming,1,2024-08-07,0,0,0
ID_VB03VW,famer_7869,Female,Ussd,Above 35,trainer_name_10,GRP_zwutazt,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Infertility In Dairy Cows,1,2024-09-14,0,1,1
ID_8SAD0J,famer_11817,Male,Ussd,Below 35,trainer_name_10,GRP_swmqpzg,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Feeding A Dairy Cow,1,2024-06-04,0,0,0
ID_5TDJSB,famer_17163,Male,Manual,Above 35,trainer_name_4,GRP_iflynpz,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Disadvantages Of Natural Mating,1,2024-05-07,0,0,0
ID_PTRPRS,famer_5052,Male,Ussd,Above 35,trainer_name_10,GRP_bdonqcw,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Poultry Management Practices,1,2024-05-02,0,0,0
ID_OYFFD2,famer_15976,Female,Ussd,Above 35,trainer_name_10,GRP_yzqdcui,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Microp+ Topdressing,1,2024-05-21,0,0,0
ID_03J6UW,famer_21640,Female,Manual,Above 35,trainer_name_7,GRP_appbqnr,0,CNT_utfjmmb,SUB_gugsulth,WRD_ywmqfuont,"Dairy Health, Hygiene And Feeds",1,2024-05-16,0,0,0
ID_KJN71D,famer_28584,Female,Manual,Above 35,trainer_name_5,GRP_ymbifmp,0,CNT_sfcnztt,SUB_uqkvollf,WRD_cussmsexn,"Asili Fertilizer (Organic),Importance Of Choosing The Right Seed Variety,Poultry And Dairy Feeding With Tyari Feeds",1,2025-03-27,1,1,1
ID_ASJL64,famer_38152,Female,Ussd,Above 35,trainer_name_2,GRP_zifyqhq,0,CNT_curllwc,SUB_fcnzttsu,WRD_mdrmifory,"Deworming Your Dairy Animal,Poultry Health Management..,Poultry Management Practises..",0,2024-09-07,0,0,0
ID_F46URX,famer_25893,Female,Ussd,Below 35,trainer_name_10,GRP_rbbdbqd,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Poultry Health Management..,1,2024-09-16,0,0,0
ID_EBLSRP,famer_33860,Female,Ussd,Above 35,trainer_name_10,GRP_xnsxywx,0,CNT_uemdrmi,SUB_zpljppha,WRD_faxhrxaaa,Importance Of Mineral Supplementation,1,2024-12-13,1,1,1
ID_9YLU7N,famer_37452,Female,Manual,Above 35,trainer_name_3,GRP_fifpdqi,0,CNT_bwvhqet,SUB_xhlrdonu,WRD_kdjylcqzw,Deworming And Record Keeping In Animal Health,1,2024-11-27,0,0,0
ID_2V02D4,famer_10854,Female,Manual,Above 35,trainer_name_7,GRP_fzucxgo,0,CNT_utfjmmb,SUB_gugsulth,WRD_nwxdypqcq,Pest And Disease Management In Maize And Beans,1,2025-05-10,0,0,0
ID_Y2WRCM,famer_10401,Female,Ussd,Above 35,trainer_name_5,GRP_tyncmdl,1,CNT_sfcnztt,SUB_uqkvollf,WRD_cussmsexn,Asili Fertilizer (Organic),1,2025-04-08,0,0,0
ID_87F2NX,famer_7736,Female,Ussd,Above 35,trainer_name_10,GRP_ohxwqqp,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Herd Health Management.,1,2024-08-06,0,0,1
ID_Y23P7U,famer_5673,Female,Ussd,Above 35,trainer_name_3,GRP_nsfpbqf,0,CNT_bwvhqet,SUB_xhlrdonu,WRD_kdjylcqzw,The Benefits Of Ndume App,1,2024-07-23,0,0,0
ID_5WXM3P,famer_32859,Female,Manual,Above 35,trainer_name_5,GRP_lvhgije,0,CNT_sfcnztt,SUB_uqkvollf,WRD_cussmsexn,Dairy Nutrition With Tyari,1,2025-03-07,1,1,1
ID_8L5K2M,famer_39238,Female,Manual,Above 35,trainer_name_5,GRP_njzmyrb,1,CNT_sfcnztt,SUB_coxbwvhq,WRD_kkkvieiac,Milking Hygiene,1,2024-11-01,0,0,0
ID_23AHWT,famer_24307,Female,Manual,Above 35,trainer_name_10,GRP_jblgdha,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,How To Succeed In Breeding,1,2024-03-28,0,0,0
ID_T4VD0A,famer_4212,Female,Manual,Above 35,trainer_name_3,GRP_uwjiyoh,0,CNT_bwvhqet,SUB_xhlrdonu,WRD_kdjylcqzw,Poultry Mngt Practices,1,2024-05-28,0,0,0
ID_O1JR7E,famer_16085,Female,Ussd,Above 35,trainer_name_4,GRP_zjopifn,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Poultry Management Practises.,1,2024-07-08,0,0,0
ID_ORQIS4,famer_37718,Female,Ussd,Above 35,trainer_name_10,GRP_iglnsld,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Ndume App,1,2024-02-29,0,0,0
ID_CR8RU9,famer_4742,Male,Manual,Above 35,trainer_name_7,GRP_emdwngc,0,CNT_utfjmmb,SUB_gugsulth,WRD_tiljerghu,Silage Making With Mama Silage Bags,1,2025-05-15,0,0,0
ID_GHOFES,famer_33619,Female,Ussd,Above 35,trainer_name_10,GRP_grzttmc,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Aflatoxin In Dairy Farming,1,2024-10-03,0,0,0
ID_LNOFMB,famer_14782,Female,Ussd,Above 35,trainer_name_5,GRP_wtinnsg,1,CNT_sfcnztt,SUB_uqkvollf,WRD_cussmsexn,Poultry Feeding With Tyari,1,2025-02-11,1,1,1
ID_SGM222,famer_20592,Female,Manual,Above 35,trainer_name_3,GRP_hffmcvn,0,CNT_bwvhqet,SUB_xhlrdonu,WRD_kdjylcqzw,Deworming And Record Keeping In Animal Health,1,2024-11-11,0,0,0
ID_S7FJ2P,famer_2552,Male,Ussd,Above 35,trainer_name_4,GRP_eqazbiy,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Why You Should Vaccinate Your Animals,1,2024-11-23,0,1,1
ID_5LLNBO,famer_22999,Male,Ussd,Above 35,trainer_name_10,GRP_wimufah,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Importance Of Mineral Supplementation,1,2024-12-07,0,0,0
ID_YMJW28,famer_21267,Female,Ussd,Above 35,trainer_name_5,GRP_gunbcol,0,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,How To Rear A Calf With Unga Products,1,2024-08-28,0,0,1
ID_3ODKYV,famer_450,Female,Ussd,Above 35,trainer_name_10,GRP_zklokul,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Importance Of Mineral Supplementation,1,2024-12-17,1,1,1
ID_XUMI1C,famer_37729,Female,Manual,Above 35,trainer_name_4,GRP_ylpxjvn,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Herd. Health. Management,1,2024-12-05,0,0,0
ID_7M9IUN,famer_26483,Female,Ussd,Above 35,trainer_name_5,GRP_mqlsgpq,0,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,Cow Management For October,1,2024-10-03,0,0,0
ID_JQ409C,famer_23701,Female,Ussd,Above 35,trainer_name_5,GRP_udvgdsu,1,CNT_sfcnztt,SUB_uqkvollf,WRD_izjxmslgt,Transition Cow Management- Care For Your Cow 3 Weeks Before And After Calving,1,2024-08-03,0,0,0
ID_AXJWM6,famer_16221,Male,Ussd,Above 35,trainer_name_10,GRP_grzttmc,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Poultry Health Management. Practices,1,2024-12-12,0,1,1
ID_336HCZ,famer_38471,Female,Manual,Above 35,trainer_name_7,GRP_rhwwhoi,0,CNT_utfjmmb,SUB_shvpoemw,WRD_dyvdudscm,Aflatoxin Mitigation Through Good Agricultural Practices,1,2024-08-20,0,0,0
ID_LAGTRB,famer_4555,Female,Ussd,Above 35,trainer_name_4,GRP_ylpxjvn,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,The Benefits Of Ndume App,1,2024-08-08,0,0,1
ID_4OS1IR,famer_27207,Male,Manual,Above 35,trainer_name_5,GRP_rjfwugp,1,CNT_sfcnztt,SUB_coxbwvhq,WRD_kkkvieiac,Dairy Feed Management,1,2024-05-24,0,0,0
ID_L1VKL9,famer_23937,Female,Manual,Above 35,trainer_name_10,GRP_rbbdbqd,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Poultry Management Practices,1,2024-03-22,0,0,0
ID_UDR3AN,famer_13188,Female,Ussd,Above 35,trainer_name_3,GRP_rnxlhpr,0,CNT_bwvhqet,SUB_xhlrdonu,WRD_hlngggztv,Sheep And Goat Management Practices,1,2024-07-25,0,0,0
ID_4ES4V4,famer_23633,Female,Manual,Above 35,trainer_name_5,GRP_vdzqvjy,1,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,"Biodeal Poultry,Dairy Hygiene, Health And Feeds,Poultry Housing,Record Keeping In Dairy",0,2024-04-19,0,0,0
ID_79P40R,famer_36814,Female,Ussd,Below 35,trainer_name_3,GRP_czsbspx,0,CNT_bwvhqet,SUB_xhlrdonu,WRD_hlngggztv,Goat Management Practices,1,2024-07-29,0,0,0
ID_MFYWP0,famer_22226,Female,Manual,Above 35,trainer_name_5,GRP_nbmlgdb,1,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,Milking Hygiene,1,2024-11-06,0,1,1
ID_2GZ49U,famer_39534,Female,Ussd,Above 35,trainer_name_5,GRP_ztbvetq,1,CNT_sfcnztt,SUB_uqkvollf,WRD_cussmsexn,Dairy Nutrition With Tyari,1,2025-02-11,1,1,1
ID_B5T0JN,famer_12822,Female,Ussd,Above 35,trainer_name_5,GRP_bfctzoe,0,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,Personal Protective Equipment (Ppe),1,2024-11-08,1,1,1
ID_OXR7SJ,famer_41167,Female,Ussd,Below 35,trainer_name_10,GRP_iomehdv,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Feeding A Dairy Cow,1,2024-06-07,0,0,0
ID_ORLMSN,famer_4673,Female,Ussd,Above 35,trainer_name_4,GRP_uopbqld,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Biodeal Dairy,1,2024-05-02,0,0,0
ID_6V3X7E,famer_31345,Female,Manual,Above 35,trainer_name_5,GRP_fyeakkq,0,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,Transition Cow Management- Care For Your Cow 3 Weeks Before And After Calving,1,2024-08-06,0,0,0
ID_GH325I,famer_28747,Male,Ussd,Above 35,trainer_name_2,GRP_sundvln,0,CNT_curllwc,SUB_fcnzttsu,WRD_cnzttsund,"Dairy Hygiene,Deworming And Record Keeping In Animal Health,Deworming Your Dairy Animal,Poultry Health Management.,Poultry Health Management. Practices,Poultry Health Management..,Poultry Management Practises.,Poultry Management Practises..,The Benefits Of Ndume App,Why You Should Vaccinate Your Animals",1,2024-08-25,0,1,1
ID_JGZAZN,famer_18929,Female,Ussd,Above 35,trainer_name_3,GRP_eghixto,0,CNT_bwvhqet,SUB_xhlrdonu,WRD_hlngggztv,Poultry Feeding,1,2024-04-02,0,0,0
ID_EN06X4,famer_21695,Male,Ussd,Above 35,trainer_name_5,GRP_tgmotlh,1,CNT_sfcnztt,SUB_coxbwvhq,WRD_kkkvieiac,Poultry Feeding With Tyari,1,2025-03-05,0,0,0
ID_Z760WK,famer_31797,Female,Ussd,Below 35,trainer_name_10,GRP_lklxfho,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Herd Health Management.,1,2024-07-31,0,0,0
ID_GA6K9Z,famer_41903,Female,Manual,Above 35,trainer_name_3,GRP_cnoaosj,0,CNT_bwvhqet,SUB_zrkkkvie,WRD_gqoykhbaj,Disadvantages Of Natural Mating,1,2024-04-29,0,0,0
ID_AFOQJS,famer_14777,Female,Ussd,Above 35,trainer_name_4,GRP_qlqurqv,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Deworming Your Dairy Animal,1,2024-09-18,0,1,1
ID_D7924I,famer_15223,Female,Ussd,Above 35,trainer_name_4,GRP_sexhldf,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Disadvantages Of Natural Mating,1,2024-05-31,0,0,0
ID_OEM0QD,famer_25513,Male,Ussd,Above 35,trainer_name_4,GRP_epaanzn,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Poultry Health With Biodeal,1,2024-12-17,1,1,1
ID_BAN5K6,famer_17873,Female,Manual,Above 35,trainer_name_10,GRP_rkkchya,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Poultry Management Practices,1,2024-04-30,0,0,0
ID_F76I40,famer_25037,Male,Ussd,Below 35,trainer_name_10,GRP_drblssl,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Herd Management,1,2024-05-11,0,0,0
ID_SY922B,famer_7180,Female,Ussd,Below 35,trainer_name_5,GRP_uugufka,1,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,Dairy Health Management,1,2025-01-10,0,1,1
ID_EXED4H,famer_9998,Female,Ussd,Below 35,trainer_name_10,GRP_xpxzqvc,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Herd Health Management.,1,2024-07-15,0,0,0
ID_5PPBXC,famer_16076,Female,Manual,Above 35,trainer_name_5,GRP_fefftbq,1,CNT_sfcnztt,SUB_coxbwvhq,WRD_kkkvieiac,Record Keeping In Poultry,1,2024-05-29,0,0,0
ID_9SRXKM,famer_10681,Female,Manual,Above 35,trainer_name_5,GRP_jiqtcka,0,CNT_sfcnztt,SUB_uqkvollf,WRD_cussmsexn,"Asili Fertilizer (Organic),Dairy Nutrition With Tyari,Importance Of Choosing The Right Seed Variety,Poultry And Dairy Feeding With Tyari Feeds,Poultry Feeding With Tyari",1,2025-02-26,1,1,1
ID_IJWVBC,famer_38397,Male,Ussd,Above 35,trainer_name_10,GRP_wimufah,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Poultry Health Management.,1,2024-08-05,0,0,1
ID_IOUGIU,famer_11469,Female,Ussd,Below 35,trainer_name_2,GRP_mrskxuf,0,CNT_curllwc,SUB_fcnzttsu,WRD_cnzttsund,"Deworming And Record Keeping In Animal Health,Why You Should Vaccinate Your Animals",1,2024-08-16,0,0,1
ID_VOVIEC,famer_32445,Female,Ussd,Above 35,trainer_name_5,GRP_ylizoph,1,CNT_sfcnztt,SUB_uqkvollf,WRD_izjxmslgt,Poultry Diseases And Biosecurity,1,2024-11-13,1,1,1
ID_7JX7IH,famer_22346,Male,Ussd,Above 35,trainer_name_10,GRP_eclifdw,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Infertility In Dairy Cows,1,2024-10-01,0,1,1
ID_2WCO29,famer_2652,Female,Ussd,Below 35,trainer_name_10,GRP_nmkvkoc,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Poultry Management Practices,1,2024-05-02,0,0,0
ID_T1165X,famer_12454,Female,Manual,Above 35,trainer_name_5,GRP_gfcmtpw,1,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,Poultry Housing,1,2024-04-02,0,0,0
ID_XGYFNC,famer_23009,Female,Ussd,Above 35,trainer_name_5,GRP_wwcwtfh,0,CNT_sfcnztt,SUB_coxbwvhq,WRD_kkkvieiac,Asili Fertilizer (Organic),1,2025-03-20,0,1,1
ID_9DI529,famer_11847,Female,Manual,Above 35,trainer_name_3,GRP_gguvhal,0,CNT_bwvhqet,SUB_xhlrdonu,WRD_kdjylcqzw,Disadvantages Of Natural Mating.,1,2024-09-18,0,0,0
ID_2YZ816,famer_40984,Female,Manual,Above 35,trainer_name_4,GRP_wclclmu,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Deworming And Record Keeping In Animal Health,1,2024-11-14,0,1,1
ID_D4NVVB,famer_23411,Female,Manual,Above 35,trainer_name_5,GRP_wbaynnm,1,CNT_sfcnztt,SUB_coxbwvhq,WRD_ydmsmlejg,"Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,How To Feed Kienyeji Chicken For Meat,Kienyeji Chicken Rearing For October,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity",0,2024-09-10,0,0,0
ID_KOQBNB,famer_6933,Female,Ussd,Above 35,trainer_name_8,GRP_grkpmji,0,CNT_jeyuqkv,SUB_tvluvkxh,WRD_vxfxdnmia,"Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management",1,2025-01-16,1,1,1
ID_00XG8D,famer_1040,Female,Manual,Above 35,trainer_name_4,GRP_yerfimj,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Reasons Why Ai Fails And Solutions,1,2024-05-10,0,0,0
ID_6EGB1Y,famer_23138,Female,Manual,Above 35,trainer_name_5,GRP_djdeycm,1,CNT_sfcnztt,SUB_uqkvollf,WRD_cussmsexn,Poultry Health Management,1,2024-12-17,1,1,1
ID_YHNAKN,famer_26938,Female,Manual,Above 35,trainer_name_5,GRP_gfbxlit,1,CNT_sfcnztt,SUB_uqkvollf,WRD_izjxmslgt,Diseases In Dairy Farming,1,2024-12-18,0,0,1
ID_WOH42V,famer_30909,Female,Manual,Above 35,trainer_name_2,GRP_clrrmwo,0,CNT_curllwc,SUB_curllwcs,WRD_vlnjeyuqk,Poultry Health Management.,0,2024-07-15,0,0,0
ID_SOU88R,famer_28791,Male,Ussd,Above 35,trainer_name_4,GRP_ullispn,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Poultry Management Practises.,1,2024-07-10,0,0,0
ID_3PR3OU,famer_31258,Female,Ussd,Above 35,trainer_name_4,GRP_plgjpai,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Poultry Health With Biodeal,1,2024-12-12,0,1,1
ID_ENJK5S,famer_9054,Female,Ussd,Above 35,trainer_name_3,GRP_gylqsrp,0,CNT_bwvhqet,SUB_zrkkkvie,WRD_eviiydxxp,Sheep And Goat Rearing,1,2024-12-10,0,0,0
ID_5TZX34,famer_26936,Female,Ussd,Above 35,trainer_name_5,GRP_jckgznd,1,CNT_sfcnztt,SUB_coxbwvhq,WRD_ydmsmlejg,Dairy Health Management,1,2025-01-11,0,0,0
ID_GI55OR,famer_4167,Female,Ussd,Above 35,trainer_name_5,GRP_ojxgnrq,1,CNT_sfcnztt,SUB_uqkvollf,WRD_cussmsexn,Poultry Diseases And Biosecurity,1,2024-11-21,0,0,0
ID_BWVDG4,famer_4464,Male,Ussd,Above 35,trainer_name_4,GRP_epaanzn,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Importance Of Mineral Supplementation,1,2024-12-17,1,1,1
ID_EVG01S,famer_22890,Female,Manual,Above 35,trainer_name_5,GRP_ujltcsa,0,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,Poultry Feeding With Tyari,1,2025-03-11,1,1,1
ID_JTG5AW,famer_9352,Female,Ussd,Above 35,trainer_name_5,GRP_ljuotsa,1,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,Diseases In Dairy Farming,1,2025-01-16,0,1,1
ID_4ORXP7,famer_28121,Female,Manual,Above 35,trainer_name_7,GRP_xeyyqne,1,CNT_utfjmmb,SUB_gugsulth,WRD_yrxwmuiln,Aflatoxin Mitigation In Dairy Herds,1,2024-07-11,0,0,0
ID_GAVMKW,famer_2861,Female,Ussd,Above 35,trainer_name_4,GRP_qlqurqv,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Poultry Health With Biodeal,1,2024-12-11,1,1,1
ID_3AYXI3,famer_11468,Female,Manual,Above 35,trainer_name_4,GRP_unipgfj,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Poultry Health With Biodeal,1,2024-12-18,0,1,1
ID_N7QGJR,famer_31963,Male,Ussd,Above 35,trainer_name_4,GRP_qlqurqv,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Poultry Health Management..,1,2024-08-28,0,0,1
ID_3920L2,famer_12905,Female,Ussd,Above 35,trainer_name_10,GRP_grzttmc,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Poultry Health Management. Practices,1,2024-12-12,0,1,1
ID_DQT7R0,famer_38551,Female,Manual,Above 35,trainer_name_3,GRP_txwxvjs,0,CNT_bwvhqet,SUB_zrkkkvie,WRD_gqoykhbaj,Aflatoxin In Dairy Farming,1,2024-10-24,0,0,0
