ID,Target_07_AUC,Target_07_LogLoss,Target_90_AUC,Target_90_LogLoss,Target_120_AUC,Target_120_LogLoss
ID_GRODHI,0,0,0,0,0,0
ID_WTS98Z,0,0,0,0,0,0
ID_OYF1N7,0,0,0,0,0,0
ID_L88VOH,0,0,0,0,0,0
ID_8XJB9P,0,0,0,0,0,0
ID_MOK3R8,0,0,0,0,0,0
ID_C8JA8A,0,0,0,0,0,0
ID_QO0LG2,0,0,0,0,0,0
ID_3HL1N2,0,0,0,0,0,0
ID_2LUFXT,0,0,0,0,0,0
ID_2DPV68,0,0,0,0,0,0
ID_48WD5N,0,0,0,0,0,0
ID_CZ126H,0,0,0,0,0,0
ID_FYGECR,0,0,0,0,0,0
ID_OBTN93,0,0,0,0,0,0
ID_AVWJX0,0,0,0,0,0,0
ID_QMPZ9K,0,0,0,0,0,0
ID_FD46TA,0,0,0,0,0,0
ID_Z4QGIY,0,0,0,0,0,0
ID_JHD2EX,0,0,0,0,0,0
ID_YA27FC,0,0,0,0,0,0
ID_9FBVJB,0,0,0,0,0,0
ID_1TOZTB,0,0,0,0,0,0
ID_JV21H0,0,0,0,0,0,0
ID_T1ZEP8,0,0,0,0,0,0
ID_DM87YO,0,0,0,0,0,0
ID_DX3Z8Y,0,0,0,0,0,0
ID_GMQKKD,0,0,0,0,0,0
ID_KJAUST,0,0,0,0,0,0
ID_FTF0L0,0,0,0,0,0,0
ID_OWWOMK,0,0,0,0,0,0
ID_PK1Z5Q,0,0,0,0,0,0
ID_H0PQYM,0,0,0,0,0,0
ID_NZY5CA,0,0,0,0,0,0
ID_O7UM0W,0,0,0,0,0,0
ID_ULQAM1,0,0,0,0,0,0
ID_18I9N3,0,0,0,0,0,0
ID_A9DN17,0,0,0,0,0,0
ID_Z8265Z,0,0,0,0,0,0
ID_14GMMH,0,0,0,0,0,0
ID_XCRHE9,0,0,0,0,0,0
ID_1SBFH1,0,0,0,0,0,0
ID_FUJ9ZQ,0,0,0,0,0,0
ID_7CSO5X,0,0,0,0,0,0
ID_O1M6ZX,0,0,0,0,0,0
ID_BI4SWX,0,0,0,0,0,0
ID_QHT6A4,0,0,0,0,0,0
ID_15S3YR,0,0,0,0,0,0
ID_KFZX0G,0,0,0,0,0,0
ID_RVOBNA,0,0,0,0,0,0
ID_N5Q9WN,0,0,0,0,0,0
ID_X5WGMD,0,0,0,0,0,0
ID_RNRBFS,0,0,0,0,0,0
ID_A93GXH,0,0,0,0,0,0
ID_JOYU19,0,0,0,0,0,0
ID_B9E7GY,0,0,0,0,0,0
ID_ZVOIRS,0,0,0,0,0,0
ID_O1C95Z,0,0,0,0,0,0
ID_XE64KT,0,0,0,0,0,0
ID_M68CKW,0,0,0,0,0,0
ID_MEANJB,0,0,0,0,0,0
ID_HSU1IZ,0,0,0,0,0,0
ID_TK37K3,0,0,0,0,0,0
ID_YOMYP2,0,0,0,0,0,0
ID_8JTKI0,0,0,0,0,0,0
ID_UX3M2L,0,0,0,0,0,0
ID_FY05K6,0,0,0,0,0,0
ID_XYMZ6T,0,0,0,0,0,0
ID_PDLZHN,0,0,0,0,0,0
ID_QCC44C,0,0,0,0,0,0
ID_Y0792D,0,0,0,0,0,0
ID_P4WH2M,0,0,0,0,0,0
ID_4NG88G,0,0,0,0,0,0
ID_MW0IXJ,0,0,0,0,0,0
ID_NQ0AD7,0,0,0,0,0,0
ID_0X3GYR,0,0,0,0,0,0
ID_8EHEOJ,0,0,0,0,0,0
ID_Y1K16M,0,0,0,0,0,0
ID_HJAI4Q,0,0,0,0,0,0
ID_TVFZOW,0,0,0,0,0,0
ID_62Y8Z7,0,0,0,0,0,0
ID_J4SE6P,0,0,0,0,0,0
ID_AQA9PB,0,0,0,0,0,0
ID_NJOP8L,0,0,0,0,0,0
ID_RF4ABO,0,0,0,0,0,0
ID_4EKFMX,0,0,0,0,0,0
ID_8ZPFO9,0,0,0,0,0,0
ID_8COMZC,0,0,0,0,0,0
ID_A14RCS,0,0,0,0,0,0
ID_3BGCJN,0,0,0,0,0,0
ID_97OE9V,0,0,0,0,0,0
ID_U0H9NR,0,0,0,0,0,0
ID_Z69QC7,0,0,0,0,0,0
ID_1NVY75,0,0,0,0,0,0
ID_0UW9UW,0,0,0,0,0,0
ID_KZJ4LJ,0,0,0,0,0,0
ID_PERT2D,0,0,0,0,0,0
ID_E7H87W,0,0,0,0,0,0
ID_42Y0JW,0,0,0,0,0,0
ID_7SVGGS,0,0,0,0,0,0
ID_LULMNE,0,0,0,0,0,0
ID_ZYED8C,0,0,0,0,0,0
ID_W68MJU,0,0,0,0,0,0
ID_JW2C8A,0,0,0,0,0,0
ID_WS4P5H,0,0,0,0,0,0
ID_4BDBPO,0,0,0,0,0,0
ID_23G8SS,0,0,0,0,0,0
ID_VN8SOV,0,0,0,0,0,0
ID_6G8FPX,0,0,0,0,0,0
ID_1V9476,0,0,0,0,0,0
ID_G1885E,0,0,0,0,0,0
ID_XPWZD7,0,0,0,0,0,0
ID_I74Y5S,0,0,0,0,0,0
ID_VT7R76,0,0,0,0,0,0
ID_W0ZI0O,0,0,0,0,0,0
ID_C2M0B6,0,0,0,0,0,0
ID_86KCJL,0,0,0,0,0,0
ID_J5G2QI,0,0,0,0,0,0
ID_F19BNX,0,0,0,0,0,0
ID_XJPT0A,0,0,0,0,0,0
ID_EEPIWY,0,0,0,0,0,0
ID_099U4O,0,0,0,0,0,0
ID_CSE6XL,0,0,0,0,0,0
ID_OZBA57,0,0,0,0,0,0
ID_4Z7UJV,0,0,0,0,0,0
ID_TK0TFD,0,0,0,0,0,0
ID_09HI1A,0,0,0,0,0,0
ID_W22QO0,0,0,0,0,0,0
ID_1FUWKV,0,0,0,0,0,0
ID_N3F0E6,0,0,0,0,0,0
ID_113EW3,0,0,0,0,0,0
ID_K49KLB,0,0,0,0,0,0
ID_F743CN,0,0,0,0,0,0
ID_21J6GM,0,0,0,0,0,0
ID_WMEZDH,0,0,0,0,0,0
ID_PR17ZP,0,0,0,0,0,0
ID_XAWLUR,0,0,0,0,0,0
ID_8CYIKB,0,0,0,0,0,0
ID_WBAFND,0,0,0,0,0,0
ID_RCNBFQ,0,0,0,0,0,0
ID_0B6Y3I,0,0,0,0,0,0
ID_M8K4IG,0,0,0,0,0,0
ID_VA7JF1,0,0,0,0,0,0
ID_T7G959,0,0,0,0,0,0
ID_EEEINC,0,0,0,0,0,0
ID_5SYQUI,0,0,0,0,0,0
ID_P9NGZD,0,0,0,0,0,0
ID_UK8SYS,0,0,0,0,0,0
ID_8H50TK,0,0,0,0,0,0
ID_A7D9LZ,0,0,0,0,0,0
ID_XMPMWN,0,0,0,0,0,0
ID_BVYLHE,0,0,0,0,0,0
ID_XJHV40,0,0,0,0,0,0
ID_MGV53H,0,0,0,0,0,0
ID_VHFZKS,0,0,0,0,0,0
ID_3BRD30,0,0,0,0,0,0
ID_K0DOQO,0,0,0,0,0,0
ID_ASSB7P,0,0,0,0,0,0
ID_6C0KQN,0,0,0,0,0,0
ID_OOM9KW,0,0,0,0,0,0
ID_5U4MT2,0,0,0,0,0,0
ID_6Z1YTM,0,0,0,0,0,0
ID_0MHB9U,0,0,0,0,0,0
ID_OBJ92D,0,0,0,0,0,0
ID_UKGTEM,0,0,0,0,0,0
ID_RG2BSL,0,0,0,0,0,0
ID_KF2M1X,0,0,0,0,0,0
ID_TGUVJ0,0,0,0,0,0,0
ID_YD7QAF,0,0,0,0,0,0
ID_FTHNLU,0,0,0,0,0,0
ID_2VMXFY,0,0,0,0,0,0
ID_I92DDC,0,0,0,0,0,0
ID_XIHP2B,0,0,0,0,0,0
ID_J2NOBM,0,0,0,0,0,0
ID_G56576,0,0,0,0,0,0
ID_LLGTSN,0,0,0,0,0,0
ID_2GVGN9,0,0,0,0,0,0
ID_A3ZJFF,0,0,0,0,0,0
ID_2AVJM9,0,0,0,0,0,0
ID_H0LAPI,0,0,0,0,0,0
ID_S73JVC,0,0,0,0,0,0
ID_OKN177,0,0,0,0,0,0
ID_FPEEJG,0,0,0,0,0,0
ID_M0A90R,0,0,0,0,0,0
ID_NLGLGP,0,0,0,0,0,0
ID_6IEMFF,0,0,0,0,0,0
ID_NYPCRN,0,0,0,0,0,0
ID_Q6UZQH,0,0,0,0,0,0
ID_9SUW6D,0,0,0,0,0,0
ID_GYGEGO,0,0,0,0,0,0
ID_CHN4PP,0,0,0,0,0,0
ID_KKP5VY,0,0,0,0,0,0
ID_R72VE1,0,0,0,0,0,0
ID_WE5MBT,0,0,0,0,0,0
ID_VZU7CW,0,0,0,0,0,0
ID_WC9JT1,0,0,0,0,0,0
ID_GZUCNQ,0,0,0,0,0,0
ID_BFHM77,0,0,0,0,0,0
ID_U32V1A,0,0,0,0,0,0
ID_7YVO6P,0,0,0,0,0,0
ID_B95E2V,0,0,0,0,0,0
ID_IB6WEZ,0,0,0,0,0,0
ID_YLC4FJ,0,0,0,0,0,0
ID_S54K12,0,0,0,0,0,0
ID_IGGRAG,0,0,0,0,0,0
ID_APH73B,0,0,0,0,0,0
ID_O15CXU,0,0,0,0,0,0
ID_LLM0JD,0,0,0,0,0,0
ID_RXMM4D,0,0,0,0,0,0
ID_JI2CZ9,0,0,0,0,0,0
ID_569RSZ,0,0,0,0,0,0
ID_AGUQ9N,0,0,0,0,0,0
ID_8CVPVU,0,0,0,0,0,0
ID_WFFB1H,0,0,0,0,0,0
ID_C7Y5GI,0,0,0,0,0,0
ID_KP7XCU,0,0,0,0,0,0
ID_ONERAM,0,0,0,0,0,0
ID_XGDT7G,0,0,0,0,0,0
ID_XEW4ZF,0,0,0,0,0,0
ID_LMZ318,0,0,0,0,0,0
ID_TQ3TNH,0,0,0,0,0,0
ID_OSC4LX,0,0,0,0,0,0
ID_2ZLLEF,0,0,0,0,0,0
ID_XG132X,0,0,0,0,0,0
ID_9SNT6E,0,0,0,0,0,0
ID_DO7CEI,0,0,0,0,0,0
ID_24E1T8,0,0,0,0,0,0
ID_UZLNIG,0,0,0,0,0,0
ID_DU71N4,0,0,0,0,0,0
ID_D3JY2F,0,0,0,0,0,0
ID_1I78R8,0,0,0,0,0,0
ID_R21C6Z,0,0,0,0,0,0
ID_YA6PC5,0,0,0,0,0,0
ID_DVWWNB,0,0,0,0,0,0
ID_AHN03V,0,0,0,0,0,0
ID_NTDG22,0,0,0,0,0,0
ID_B89JYD,0,0,0,0,0,0
ID_4LP6YB,0,0,0,0,0,0
ID_ESTMV9,0,0,0,0,0,0
ID_GQ6BDB,0,0,0,0,0,0
ID_OHBRUK,0,0,0,0,0,0
ID_W2VX58,0,0,0,0,0,0
ID_RB0ONP,0,0,0,0,0,0
ID_YJFYJ6,0,0,0,0,0,0
ID_PIKPFB,0,0,0,0,0,0
ID_KCL6VL,0,0,0,0,0,0
ID_YO0B3W,0,0,0,0,0,0
ID_AD6SQN,0,0,0,0,0,0
ID_BXSWFP,0,0,0,0,0,0
ID_LRFY8Q,0,0,0,0,0,0
ID_QMLGWA,0,0,0,0,0,0
ID_XKMX7O,0,0,0,0,0,0
ID_EF09BW,0,0,0,0,0,0
ID_UUKPGQ,0,0,0,0,0,0
ID_GNOWQU,0,0,0,0,0,0
ID_GETAMJ,0,0,0,0,0,0
ID_GKMDXA,0,0,0,0,0,0
ID_S649MO,0,0,0,0,0,0
ID_PKX2OS,0,0,0,0,0,0
ID_R2YBO3,0,0,0,0,0,0
ID_57YEVD,0,0,0,0,0,0
ID_N1XGR1,0,0,0,0,0,0
ID_VVZJQ2,0,0,0,0,0,0
ID_UTR1II,0,0,0,0,0,0
ID_G8WZ99,0,0,0,0,0,0
ID_IA8ZMX,0,0,0,0,0,0
ID_RZ3KWH,0,0,0,0,0,0
ID_M5ZQC4,0,0,0,0,0,0
ID_134JKS,0,0,0,0,0,0
ID_2GKX7O,0,0,0,0,0,0
ID_OZGKMJ,0,0,0,0,0,0
ID_RXDXSW,0,0,0,0,0,0
ID_OI21A0,0,0,0,0,0,0
ID_4WABV5,0,0,0,0,0,0
ID_9MGM1H,0,0,0,0,0,0
ID_U6N0SP,0,0,0,0,0,0
ID_X8Q3S4,0,0,0,0,0,0
ID_09EJK2,0,0,0,0,0,0
ID_O4FJGG,0,0,0,0,0,0
ID_BDTKMK,0,0,0,0,0,0
ID_OEFW32,0,0,0,0,0,0
ID_MI2HDZ,0,0,0,0,0,0
ID_2HO1TU,0,0,0,0,0,0
ID_X632RK,0,0,0,0,0,0
ID_UO987S,0,0,0,0,0,0
ID_88MOYO,0,0,0,0,0,0
ID_T0V7EP,0,0,0,0,0,0
ID_3L2UHV,0,0,0,0,0,0
ID_98PZR3,0,0,0,0,0,0
ID_QOETV0,0,0,0,0,0,0
ID_6E9IQO,0,0,0,0,0,0
ID_7E16G2,0,0,0,0,0,0
ID_26FSDI,0,0,0,0,0,0
ID_K2FAKC,0,0,0,0,0,0
ID_NSRU47,0,0,0,0,0,0
ID_ZXVHUX,0,0,0,0,0,0
ID_J5ZXMT,0,0,0,0,0,0
ID_HPTWIW,0,0,0,0,0,0
ID_Y7G1BM,0,0,0,0,0,0
ID_YAJPA1,0,0,0,0,0,0
ID_PZB3XY,0,0,0,0,0,0
ID_JNHVFI,0,0,0,0,0,0
ID_T2ZC5M,0,0,0,0,0,0
ID_I6Y4UG,0,0,0,0,0,0
ID_8BKQBF,0,0,0,0,0,0
ID_19VQG7,0,0,0,0,0,0
ID_OQSZ1H,0,0,0,0,0,0
ID_MX3U07,0,0,0,0,0,0
ID_9J343J,0,0,0,0,0,0
ID_8J9A4F,0,0,0,0,0,0
ID_GFGQ6V,0,0,0,0,0,0
ID_VZSY6P,0,0,0,0,0,0
ID_HWH2D1,0,0,0,0,0,0
ID_23R84W,0,0,0,0,0,0
ID_LYRN95,0,0,0,0,0,0
ID_KE0QFV,0,0,0,0,0,0
ID_IG93XA,0,0,0,0,0,0
ID_N5M8KN,0,0,0,0,0,0
ID_SZRQ4D,0,0,0,0,0,0
ID_FF0VEB,0,0,0,0,0,0
ID_1XHYFY,0,0,0,0,0,0
ID_UHLJSP,0,0,0,0,0,0
ID_CVOO8I,0,0,0,0,0,0
ID_JJFY6K,0,0,0,0,0,0
ID_CVFNXB,0,0,0,0,0,0
ID_UVZXD9,0,0,0,0,0,0
ID_DM96F3,0,0,0,0,0,0
ID_A1JKCP,0,0,0,0,0,0
ID_QY0OUK,0,0,0,0,0,0
ID_I4M8RP,0,0,0,0,0,0
ID_AWZPOH,0,0,0,0,0,0
ID_GUY3SN,0,0,0,0,0,0
ID_C0C2SF,0,0,0,0,0,0
ID_PG75Z2,0,0,0,0,0,0
ID_R6MULY,0,0,0,0,0,0
ID_U328DQ,0,0,0,0,0,0
ID_SA6FLM,0,0,0,0,0,0
ID_JEQVCN,0,0,0,0,0,0
ID_MMSMOQ,0,0,0,0,0,0
ID_QPF77E,0,0,0,0,0,0
ID_0TSFKQ,0,0,0,0,0,0
ID_MYTIBY,0,0,0,0,0,0
ID_ECQLIK,0,0,0,0,0,0
ID_N38WYN,0,0,0,0,0,0
ID_2CG8RA,0,0,0,0,0,0
ID_F3ZB2R,0,0,0,0,0,0
ID_9XE20O,0,0,0,0,0,0
ID_HYWYO3,0,0,0,0,0,0
ID_0O94VP,0,0,0,0,0,0
ID_B6N8R3,0,0,0,0,0,0
ID_VEE5CO,0,0,0,0,0,0
ID_T4L9KF,0,0,0,0,0,0
ID_XQNRBH,0,0,0,0,0,0
ID_S5ZRWU,0,0,0,0,0,0
ID_H6T5BB,0,0,0,0,0,0
ID_IYUET4,0,0,0,0,0,0
ID_9Z8HMS,0,0,0,0,0,0
ID_NS9POO,0,0,0,0,0,0
ID_IB8DE9,0,0,0,0,0,0
ID_GQIAXH,0,0,0,0,0,0
ID_RQHTS8,0,0,0,0,0,0
ID_9LU1LT,0,0,0,0,0,0
ID_PBJW9T,0,0,0,0,0,0
ID_FRSLQ1,0,0,0,0,0,0
ID_QKRRI4,0,0,0,0,0,0
ID_UO0MK7,0,0,0,0,0,0
ID_GP93DC,0,0,0,0,0,0
ID_4G6SEP,0,0,0,0,0,0
ID_GW37XY,0,0,0,0,0,0
ID_7CXGAZ,0,0,0,0,0,0
ID_AFA5W0,0,0,0,0,0,0
ID_GEUNFM,0,0,0,0,0,0
ID_HOQK40,0,0,0,0,0,0
ID_ZQOHJV,0,0,0,0,0,0
ID_9QIY2F,0,0,0,0,0,0
ID_VQ3RWW,0,0,0,0,0,0
ID_VUK9ZA,0,0,0,0,0,0
ID_WBJDGN,0,0,0,0,0,0
ID_G1F8Q3,0,0,0,0,0,0
ID_YTL1S9,0,0,0,0,0,0
ID_CZ5PDM,0,0,0,0,0,0
ID_7V88F4,0,0,0,0,0,0
ID_TZ7Y2W,0,0,0,0,0,0
ID_QO2Y12,0,0,0,0,0,0
ID_TQUXSW,0,0,0,0,0,0
ID_XWYHSP,0,0,0,0,0,0
ID_WJ3O0X,0,0,0,0,0,0
ID_3SZGI9,0,0,0,0,0,0
ID_3UO4P6,0,0,0,0,0,0
ID_PRKGY5,0,0,0,0,0,0
ID_JUT5BB,0,0,0,0,0,0
ID_2ODZR8,0,0,0,0,0,0
ID_OY1ZOU,0,0,0,0,0,0
ID_XKT32G,0,0,0,0,0,0
ID_VIJTI5,0,0,0,0,0,0
ID_EE3SRD,0,0,0,0,0,0
ID_HZUU8W,0,0,0,0,0,0
ID_T2Y2OZ,0,0,0,0,0,0
ID_7N1IRY,0,0,0,0,0,0
ID_ZHBX90,0,0,0,0,0,0
ID_E3XACV,0,0,0,0,0,0
ID_758IP4,0,0,0,0,0,0
ID_0ZY4JM,0,0,0,0,0,0
ID_IYQHA2,0,0,0,0,0,0
ID_ULUUN3,0,0,0,0,0,0
ID_80FFHI,0,0,0,0,0,0
ID_1Z15OQ,0,0,0,0,0,0
ID_AVZK2O,0,0,0,0,0,0
ID_YFPPPQ,0,0,0,0,0,0
ID_FCSUKF,0,0,0,0,0,0
ID_YQ060K,0,0,0,0,0,0
ID_N59I36,0,0,0,0,0,0
ID_M923SS,0,0,0,0,0,0
ID_W4GF3D,0,0,0,0,0,0
ID_SFIO8A,0,0,0,0,0,0
ID_OESIZZ,0,0,0,0,0,0
ID_I0YN71,0,0,0,0,0,0
ID_8HGLFW,0,0,0,0,0,0
ID_YEJYXS,0,0,0,0,0,0
ID_D7GRY9,0,0,0,0,0,0
ID_U2QSOT,0,0,0,0,0,0
ID_0E6NM2,0,0,0,0,0,0
ID_SSEC6U,0,0,0,0,0,0
ID_0H4JT6,0,0,0,0,0,0
ID_6RM0PC,0,0,0,0,0,0
ID_XOP2HO,0,0,0,0,0,0
ID_MDM6CB,0,0,0,0,0,0
ID_BYLWBW,0,0,0,0,0,0
ID_5FX5D1,0,0,0,0,0,0
ID_18QQVM,0,0,0,0,0,0
ID_FFE2IO,0,0,0,0,0,0
ID_O5SIY5,0,0,0,0,0,0
ID_E9OGYT,0,0,0,0,0,0
ID_EFRGM6,0,0,0,0,0,0
ID_S8OS9I,0,0,0,0,0,0
ID_KJO6L5,0,0,0,0,0,0
ID_I79ZIO,0,0,0,0,0,0
ID_3IX8X8,0,0,0,0,0,0
ID_M1M9QF,0,0,0,0,0,0
ID_2AY9JK,0,0,0,0,0,0
ID_ZJMNOI,0,0,0,0,0,0
ID_BQ6NVJ,0,0,0,0,0,0
ID_2HTEAA,0,0,0,0,0,0
ID_QRTE21,0,0,0,0,0,0
ID_YOJ5SJ,0,0,0,0,0,0
ID_EZS9GI,0,0,0,0,0,0
ID_J1DRRW,0,0,0,0,0,0
ID_ELJ8EM,0,0,0,0,0,0
ID_1UWYLM,0,0,0,0,0,0
ID_176KBB,0,0,0,0,0,0
ID_OKAHJW,0,0,0,0,0,0
ID_EP1TYP,0,0,0,0,0,0
ID_DFH9DM,0,0,0,0,0,0
ID_TZJ1FP,0,0,0,0,0,0
ID_26LADN,0,0,0,0,0,0
ID_PSVNO4,0,0,0,0,0,0
ID_4W5SEM,0,0,0,0,0,0
ID_A41UIH,0,0,0,0,0,0
ID_KO8D6O,0,0,0,0,0,0
ID_5XX1X2,0,0,0,0,0,0
ID_SEFBJM,0,0,0,0,0,0
ID_NK0V2H,0,0,0,0,0,0
ID_YPOY3B,0,0,0,0,0,0
ID_B1NS5S,0,0,0,0,0,0
ID_FVEW59,0,0,0,0,0,0
ID_F6CC8N,0,0,0,0,0,0
ID_8EH70S,0,0,0,0,0,0
ID_37BDSG,0,0,0,0,0,0
ID_O9DHPW,0,0,0,0,0,0
ID_6EJWU3,0,0,0,0,0,0
ID_BDAG7P,0,0,0,0,0,0
ID_AK10GN,0,0,0,0,0,0
ID_GV93XQ,0,0,0,0,0,0
ID_LCYKRJ,0,0,0,0,0,0
ID_L01ORB,0,0,0,0,0,0
ID_ZNBBMS,0,0,0,0,0,0
ID_R4U7V3,0,0,0,0,0,0
ID_A1FBKK,0,0,0,0,0,0
ID_63O2HD,0,0,0,0,0,0
ID_VP6TE9,0,0,0,0,0,0
ID_3AGREU,0,0,0,0,0,0
ID_EC17DN,0,0,0,0,0,0
ID_0GK67E,0,0,0,0,0,0
ID_JGV0T9,0,0,0,0,0,0
ID_O8YKLZ,0,0,0,0,0,0
ID_8BRVSW,0,0,0,0,0,0
ID_9K802Y,0,0,0,0,0,0
ID_KD8Z2Q,0,0,0,0,0,0
ID_VDWHTQ,0,0,0,0,0,0
ID_ZW3GTY,0,0,0,0,0,0
ID_46IS19,0,0,0,0,0,0
ID_VF23E6,0,0,0,0,0,0
ID_5OV9B0,0,0,0,0,0,0
ID_TKF81X,0,0,0,0,0,0
ID_QS8ORJ,0,0,0,0,0,0
ID_1ES7II,0,0,0,0,0,0
ID_R823YT,0,0,0,0,0,0
ID_Q9UY72,0,0,0,0,0,0
ID_GT435J,0,0,0,0,0,0
ID_10P90M,0,0,0,0,0,0
ID_UGAVYJ,0,0,0,0,0,0
ID_2PKQBA,0,0,0,0,0,0
ID_XEQ70E,0,0,0,0,0,0
ID_COFBX9,0,0,0,0,0,0
ID_WIQFOA,0,0,0,0,0,0
ID_SCHNLD,0,0,0,0,0,0
ID_UFZM38,0,0,0,0,0,0
ID_5XFXRI,0,0,0,0,0,0
ID_PCQB7A,0,0,0,0,0,0
ID_KXOU9V,0,0,0,0,0,0
ID_TCOSSW,0,0,0,0,0,0
ID_KYUEYK,0,0,0,0,0,0
ID_PSMFDS,0,0,0,0,0,0
ID_PEOH1R,0,0,0,0,0,0
ID_7CZE5L,0,0,0,0,0,0
ID_B72E7A,0,0,0,0,0,0
ID_37YF3L,0,0,0,0,0,0
ID_CB5I8V,0,0,0,0,0,0
ID_PHAGFW,0,0,0,0,0,0
ID_845OUA,0,0,0,0,0,0
ID_R3TCY7,0,0,0,0,0,0
ID_2CKOAK,0,0,0,0,0,0
ID_NOXP2L,0,0,0,0,0,0
ID_RLPR0E,0,0,0,0,0,0
ID_0896ZO,0,0,0,0,0,0
ID_Y67YF9,0,0,0,0,0,0
ID_TWLNXT,0,0,0,0,0,0
ID_78NZMN,0,0,0,0,0,0
ID_R0W7AQ,0,0,0,0,0,0
ID_GSZZPA,0,0,0,0,0,0
ID_IO6AOP,0,0,0,0,0,0
ID_O0O2PB,0,0,0,0,0,0
ID_117A1F,0,0,0,0,0,0
ID_LIKOBG,0,0,0,0,0,0
ID_6VICXZ,0,0,0,0,0,0
ID_Y8VB5U,0,0,0,0,0,0
ID_8RLJO5,0,0,0,0,0,0
ID_6BQPML,0,0,0,0,0,0
ID_69M5U8,0,0,0,0,0,0
ID_13YCT0,0,0,0,0,0,0
ID_YF48LW,0,0,0,0,0,0
ID_U4XDAH,0,0,0,0,0,0
ID_NIT94S,0,0,0,0,0,0
ID_LSC1SA,0,0,0,0,0,0
ID_J2YPMS,0,0,0,0,0,0
ID_6ML0OV,0,0,0,0,0,0
ID_V5HEYX,0,0,0,0,0,0
ID_XJEWGU,0,0,0,0,0,0
ID_C5I006,0,0,0,0,0,0
ID_8DRZGH,0,0,0,0,0,0
ID_R73RYT,0,0,0,0,0,0
ID_MTY4S5,0,0,0,0,0,0
ID_XMYPHV,0,0,0,0,0,0
ID_J0YYOC,0,0,0,0,0,0
ID_PAPCCW,0,0,0,0,0,0
ID_OMCT1H,0,0,0,0,0,0
ID_QTYASZ,0,0,0,0,0,0
ID_D3QJTA,0,0,0,0,0,0
ID_YISU14,0,0,0,0,0,0
ID_S4W3KM,0,0,0,0,0,0
ID_8S5H1Z,0,0,0,0,0,0
ID_VMLV3F,0,0,0,0,0,0
ID_0PPVYB,0,0,0,0,0,0
ID_JHJIC6,0,0,0,0,0,0
ID_EEHFMG,0,0,0,0,0,0
ID_7A2Y28,0,0,0,0,0,0
ID_WDC1UE,0,0,0,0,0,0
ID_XWKYR0,0,0,0,0,0,0
ID_DCEBIF,0,0,0,0,0,0
ID_5AV8GC,0,0,0,0,0,0
ID_VDKP8W,0,0,0,0,0,0
ID_KLKU7N,0,0,0,0,0,0
ID_DP9DXN,0,0,0,0,0,0
ID_PGHMT4,0,0,0,0,0,0
ID_0MP94B,0,0,0,0,0,0
ID_K90EWH,0,0,0,0,0,0
ID_W2A1V9,0,0,0,0,0,0
ID_8P94W7,0,0,0,0,0,0
ID_GK5DF9,0,0,0,0,0,0
ID_NLHG9I,0,0,0,0,0,0
ID_MY4PI4,0,0,0,0,0,0
ID_OTANSL,0,0,0,0,0,0
ID_NA7ID0,0,0,0,0,0,0
ID_U1V3PE,0,0,0,0,0,0
ID_Q7W1G0,0,0,0,0,0,0
ID_CD4YU8,0,0,0,0,0,0
ID_X5L79H,0,0,0,0,0,0
ID_JUJ5QX,0,0,0,0,0,0
ID_XXLJMJ,0,0,0,0,0,0
ID_89UR2Z,0,0,0,0,0,0
ID_JA8KXR,0,0,0,0,0,0
ID_2ESJZQ,0,0,0,0,0,0
ID_MPXWFV,0,0,0,0,0,0
ID_I2L61Z,0,0,0,0,0,0
ID_8GO16Z,0,0,0,0,0,0
ID_TZ68U2,0,0,0,0,0,0
ID_XXTCHF,0,0,0,0,0,0
ID_ESKWBL,0,0,0,0,0,0
ID_7NJHT7,0,0,0,0,0,0
ID_3YPYHA,0,0,0,0,0,0
ID_JH7E9V,0,0,0,0,0,0
ID_L439Z3,0,0,0,0,0,0
ID_GMJO3Z,0,0,0,0,0,0
ID_4MNKVR,0,0,0,0,0,0
ID_NEM4GV,0,0,0,0,0,0
ID_AUJLRP,0,0,0,0,0,0
ID_PXF2QG,0,0,0,0,0,0
ID_8HP0RA,0,0,0,0,0,0
ID_AXBZIK,0,0,0,0,0,0
ID_6B3I0I,0,0,0,0,0,0
ID_GPTZN4,0,0,0,0,0,0
ID_E2V1NX,0,0,0,0,0,0
ID_8Q5OSO,0,0,0,0,0,0
ID_4V8HAI,0,0,0,0,0,0
ID_YCBQWW,0,0,0,0,0,0
ID_52Z3D8,0,0,0,0,0,0
ID_1MY0C6,0,0,0,0,0,0
ID_GP857E,0,0,0,0,0,0
ID_S47B5M,0,0,0,0,0,0
ID_FS6897,0,0,0,0,0,0
ID_F2S62N,0,0,0,0,0,0
ID_6K4YH2,0,0,0,0,0,0
ID_ENPHXS,0,0,0,0,0,0
ID_O6PJA3,0,0,0,0,0,0
ID_ILH93K,0,0,0,0,0,0
ID_0MSZLE,0,0,0,0,0,0
ID_MFEE43,0,0,0,0,0,0
ID_ZS07ME,0,0,0,0,0,0
ID_9A5NPM,0,0,0,0,0,0
ID_86U7SN,0,0,0,0,0,0
ID_AXKILD,0,0,0,0,0,0
ID_GTXVSM,0,0,0,0,0,0
ID_J7B8DY,0,0,0,0,0,0
ID_OWCJBC,0,0,0,0,0,0
ID_J13L4P,0,0,0,0,0,0
ID_W3F3G2,0,0,0,0,0,0
ID_STIC64,0,0,0,0,0,0
ID_6PN0GA,0,0,0,0,0,0
